username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BarackObama;2015-09-11 21:56;6675;10521;""The events of September 11, 2001, left a permanent mark on the spirit of every American." —President Obamapic.twitter.com/oob3Hc0vmi";;;;"642373619197149185";https://twitter.com/BarackObama/status/642373619197149185
